"Employment Income Statistics in 2010 (7), Sex (3), Work Activity in 2010 (3), Highest Certificate, Diploma or Degree (6) and Occupation - National Occupational Classification (NOC) 2011 (693) for the Population Aged 15 Years and Over in Private Households of Canada, Provinces and Territories, 2011 National Household Survey"
"Geography = Canada [1]"
"Global non-response rate (GNR) [2] =  26.1 %"
"Sex (3) =   Male"
"Work activity in 2010 (3) = Total - Work activity in 2010"
"Highest certificate, diploma or degree (6) = Total - Highest certificate, diploma or degree [3]"
"Occupation - National Occupational Classification (NOC) 2011 (693)","Total - Employment income statistics in 2010 [4]","  With employment income","    Median employment income [5]","    Average employment income [6]","  With wages and salaries","    Median wages and salaries [7]","    Average wages and salaries [8]", 
"        415 Social and community service professionals",54965,52210,48236,50020,48655,48905,50301 
"          4151 Psychologists",5920,5565,60366,66218,4140,63100,64178 
"          4152 Social workers",9940,9545,56843,55358,9265,57049,55484 
"          4153 Family, marriage and other related counsellors",7365,6985,43349,43123,6375,45363,44502 
"          4154 Professional occupations in religion",24885,23545,44488,46196,22665,45267,47121 
"          4155 Probation and parole officers and related occupations",2430,2365,70191,65461,2295,70627,66830 
"          4156 Employment counsellors",4420,4205,41106,40657,3915,41828,41526 
"        416 Policy and program researchers, consultants and officers",94715,87780,59727,65705,81235,61780,67875 
"          4161 Natural and applied science policy researchers, consultants and program officers",16555,15735,66322,71325,14475,69272,73340 
"          4162 Economists and economic policy researchers and analysts",9500,9050,74157,81348,8615,75348,83095 
"          4163 Business development officers and marketing researchers and consultants",27215,25340,56375,70603,22835,59971,74601 
"          4164 Social policy researchers, consultants and program officers",9830,9295,62308,62432,8895,63274,63283 
"          4165 Health policy researchers, consultants and program officers",8565,8055,59053,62223,7680,59143,62129 
"          4166 Education policy researchers, consultants and program officers",7895,7485,57649,58643,6750,60451,61063 
"          4167 Recreation, sports and fitness policy researchers, consultants and program officers",3625,3390,44625,44772,3235,46058,45612 
"          4168 Program officers unique to government",8290,6415,39694,45559,6070,41183,47442 
"          4169 Other professional occupations in social science, n.e.c.",3240,3020,44001,51640,2675,49902,54084 
"      42 Paraprofessional occupations in legal, social, community and education services",66670,62065,28197,31631,56865,30016,32564 
"        421 Paraprofessional occupations in legal, social, community and education services",66670,62070,28197,31631,56870,30016,32564 
"          4211 Paralegal and related occupations",4625,4300,33199,40886,3675,34900,41338 
"          4212 Social and community service workers",33685,31865,34935,35382,31200,35058,35416 
"          4214 Early childhood educators and assistants",7465,6825,15032,20573,5975,15574,21459 
"          4215 Instructors of persons with disabilities",3475,3330,45562,42824,3280,45851,43118 
"          4216 Other instructors",14090,12740,13202,22278,9940,13629,23763 
"          4217 Other religious occupations",3335,3010,27524,30963,2795,28648,31832 
"      43 Occupations in front-line public protection services",143630,138695,76563,73749,137960,76888,74023 
"        431 Occupations in front-line public protection services",143630,138700,76563,73749,137960,76888,74023 
"          4311 Police officers (except commissioned)",66395,64380,89120,85507,64035,89313,85827 
"          4312 Firefighters",33095,31790,82298,77589,31560,82450,77911 
"          4313 Non-commissioned ranks of the Canadian Forces",44135,42530,57901,53081,42360,58048,53281 
"      44 Care providers and educational, legal and public protection support occupations",52430,48460,37696,41587,46755,38685,42225 
"        441 Home care providers and educational support occupations",28085,24970,21080,24049,23655,21629,24336 
"          4411 Home child care providers",4775,3750,6996,13430,3235,7340,14166 
"          4412 Home support workers, housekeepers and related occupations",10980,9810,23929,25903,9280,24152,25747 
"          4413 Elementary and secondary school teacher assistants",12325,11405,24053,25946,11140,24364,26112 
"        442 Legal and public protection support occupations",24355,23490,62652,60224,23100,62924,60543 
"          4421 Sheriffs and bailiffs",2180,2090,56029,56576,1835,56323,56945 
"          4422 Correctional service officers",16200,15680,66284,63355,15610,66457,63471 
"          4423 By-law enforcement and other regulatory officers, n.e.c.",5965,5730,53505,52986,5650,54119,53626 
"    5 Occupations in art, culture, recreation and sport",273170,250135,20082,32029,208055,20946,33054 
"      51 Professional occupations in art and culture",91670,83470,25061,36480,62680,30045,39938 
"        511 Librarians, archivists, conservators and curators",4260,4095,52469,53974,3975,53804,54622 
"          5111 Librarians",2475,2425,61179,61687,2390,62068,61915 
"          5112 Conservators and curators",820,790,41668,41177,715,45460,43849 
"          5113 Archivists",970,885,44238,44280,870,44942,43468 
"        512 Writing, translating and related communications professionals",34010,31320,38676,43006,25130,42103,46169 
"          5121 Authors and writers",12795,11415,32667,38393,8650,37930,41546 
"          5122 Editors",7425,6950,42855,44979,6040,44960,47538 
"          5123 Journalists",7820,7530,44677,51291,6845,47902,53669 
"          5125 Translators, terminologists and interpreters",5970,5420,31021,38679,3590,35215,40697 
"        513 Creative and performing artists",53400,48055,16641,30735,33570,17432,33534 
"          5131 Producers, directors, choreographers and related occupations",16180,15010,40108,53126,12470,43644,55735 
"          5132 Conductors, composers and arrangers",2350,2115,17226,31495,1450,16763,29240 
"          5133 Musicians and singers",18630,16745,11421,19492,10600,9107,19182 
"          5134 Dancers",1375,1225,8148,12957,945,6324,12505 
"          5135 Actors and comedians",6675,5870,11696,21692,4135,9012,19080 
"          5136 Painters, sculptors and other visual artists",8190,7095,11981,20229,3980,15947,23744 
"      52 Technical occupations in art, culture, recreation and sport",181505,166665,18167,29800,145380,17973,30086 
"        521 Technical occupations in libraries, public archives, museums and art galleries",4720,4445,17238,24143,4200,17501,24519 
"          5211 Library and public archive technicians",1335,1290,32936,32271,1275,32966,32275 
"          5212 Technical occupations related to museums and art galleries",3385,3160,13980,20825,2920,14060,21130 
"        522 Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",47880,44385,31391,36437,37730,34122,37916 
"          5221 Photographers",9770,8715,17492,27000,5355,20093,30733 
"          5222 Film and video camera operators",4265,4030,39116,40961,3485,42333,43112 
"          5223 Graphic arts technicians",6805,6385,36812,39982,5775,38882,41361 
"          5224 Broadcast technicians",2485,2360,53729,54070,2320,54811,54314 
"          5225 Audio and video recording technicians",12295,11405,33854,36819,9980,34830,37177 
"          5226 Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",6570,6135,34844,39076,5720,32448,37695 
"          5227 Support occupations in motion pictures, broadcasting, photography and the performing arts",5690,5345,26605,32546,5110,26773,32254 
"        523 Announcers and other performers, n.e.c.",8105,7305,24154,36554,6090,28525,39540 
"          5231 Announcers and other broadcasters",5445,4995,34779,44658,4405,38458,47426 
"          5232 Other performers, n.e.c.",2665,2305,9778,19018,1685,8495,18905 
"        524 Creative designers and craftspersons",47615,43810,33449,37247,34690,37278,40433 
"          5241 Graphic designers and illustrators",33070,31085,36828,39460,25560,39512,41808 
"          5242 Interior designers and interior decorators",5155,4625,30164,40070,3460,35956,45009 
"          5243 Theatre, fashion, exhibit and other creative designers",3510,3170,27432,34785,2625,29978,37627 
"          5244 Artisans and craftspersons",5595,4680,15482,21313,2815,21509,25056 
"          5245 Patternmakers - textile, leather and fur products",280,250,44442,39203,225,45829,39070 
"        525 Athletes, coaches, referees and related occupations",73175,66720,5999,20133,62665,5468,19098 
"          5251 Athletes",3365,3025,20376,155150,2675,19248,153244 
"          5252 Coaches",5170,4785,29685,39596,3800,32982,42367 
"          5253 Sports officials and referees",9830,8435,804,4710,8255,803,4539 
"          5254 Program leaders and instructors in recreation, sport and fitness",54805,50475,6270,12783,47930,5825,12259 
"    6 Sales and service occupations",1941535,1782645,19909,28660,1686885,20016,28686 
"      62 Retail sales supervisors and specialized sales occupations",180750,170545,45924,60313,145270,48026,62803 
"        621 Retail sales supervisors",25705,24440,33479,38150,23980,33752,38441 
"          6211 Retail sales supervisors",25705,24445,33479,38150,23980,33752,38441 
"        622 Technical sales specialists in wholesale trade and retail and wholesale buyers",67920,64565,57521,70239,61750,59074,71566 
"          6221 Technical sales specialists - wholesale trade",51150,48800,68747,80810,46560,70133,82498 
"          6222 Retail and wholesale buyers",16770,15765,30904,37513,15195,31586,38063 
"        623 Insurance, real estate and financial sales occupations",87125,81540,43411,59097,59540,47019,63524 
"          6231 Insurance agents and brokers",29775,28215,48427,65220,23000,50484,68561 
"          6232 Real estate agents and salespersons",37285,34140,36996,53790,18280,42100,59741 
"          6235 Financial sales representatives",20070,19180,44814,59537,18260,45980,60968 
"      63 Service supervisors and specialized service occupations",289100,265110,20421,25016,250155,21024,25349 
"        631 Service supervisors",41610,39470,33065,37027,38715,33293,37130 
"          6311 Food service supervisors",14055,13375,20569,25148,13215,20684,25472 
"          6312 Executive housekeepers",845,825,36346,38907,765,37306,38980 
"          6313 Accommodation, travel, tourism and related services supervisors",3405,3310,47193,47276,3285,47596,47474 
"          6314 Customer and information services supervisors",5105,4900,44818,50862,4880,44827,50735 
"          6315 Cleaning supervisors",6635,6185,42616,46917,5880,43539,47896 
"          6316 Other services supervisors",11570,10870,33737,36521,10685,33817,36101 
"        632 Chefs and cooks",177380,161540,17205,20945,157260,17333,21024 
"          6321 Chefs",44630,41375,28282,30308,39970,28767,30707 
"          6322 Cooks",132750,120165,14273,17721,117290,14287,17724 
"        633 Butchers and bakers",40320,37110,24707,26606,35845,25138,26856 
"          6331 Butchers, meat cutters and fishmongers - retail and wholesale",20130,18690,27076,28009,18050,27477,28214 
"          6332 Bakers",20195,18420,22240,25183,17795,22734,25479 
"        634 Specialized occupations in personal and customer services",29785,26990,22391,29628,18335,27726,34623 
"          6341 Hairstylists and barbers",14675,13425,18701,23154,7855,22150,25628 
"          6342 Tailors, dressmakers, furriers and milliners",2275,2035,20506,22351,1575,23521,24626 
"          6343 Shoe repairers and shoemakers",1260,1100,16783,19271,650,17053,21760 
"          6344 Jewellers, jewellery and watch repairers and related occupations",3790,3335,23657,27664,2260,29158,31311 
"          6345 Upholsterers",4515,4045,27995,29734,3040,32309,33936 
"          6346 Funeral directors and embalmers",3265,3045,50806,68820,2955,51239,69914 
"      64 Sales representatives and salespersons - wholesale and retail trade",432095,400420,23568,34733,378625,24036,35211 
"        641 Sales and account representatives - wholesale trade (non-technical)",94055,87780,51009,59156,79820,53369,61739 
"          6411 Sales and account representatives - wholesale trade (non-technical)",94060,87785,51009,59156,79815,53369,61739 
"        642 Retail salespersons",338035,312635,18438,27876,298810,18590,28126 
"          6421 Retail salespersons",338040,312640,18438,27876,298810,18590,28126 
"      65 Service representatives and other customer and personal services occupations",308555,286710,22426,27014,279715,22711,27177 
"        651 Occupations in food and beverage service",66170,61445,12993,16262,60640,13017,16237 
"          6511 Maîtres d'hôtel and hosts/hostesses",2835,2565,6540,13089,2510,6650,13192 
"          6512 Bartenders",16500,15475,14868,17529,15245,14977,17525 
"          6513 Food and beverage servers",46835,43405,12617,15998,42895,12650,15957 
"        652 Occupations in travel and accommodation",23920,22390,29525,33149,21535,30043,33700 
"          6521 Travel counsellors",5905,5460,28222,34398,4860,30090,36629 
"          6522 Pursers and flight attendants",3220,3085,47713,46014,3045,47958,46316 
"          6523 Airline ticket and service agents",4550,4330,39856,38092,4300,39921,38110 
"          6524 Ground and water transport ticket agents, cargo service representatives and related clerks",1340,1280,44724,44068,1225,47232,44917 
"          6525 Hotel front desk clerks",8910,8240,21243,23205,8100,21402,23147 
"        653 Tourism and amusement services occupations",15010,13950,22310,26553,13070,22921,27190 
"          6531 Tour and travel guides",3770,3465,9114,15083,3200,8728,15295 
"          6532 Outdoor sport and recreational guides",3895,3630,13965,21460,3070,13983,22381 
"          6533 Casino occupations",7350,6855,34571,35047,6800,34457,34963 
"        654 Security guards and related security service occupations",100290,92895,24844,27930,91475,24994,28008 
"          6541 Security guards and related security service occupations",100285,92895,24844,27930,91470,24994,28008 
"        655 Customer and information services representatives",95175,89040,28511,32404,87845,28827,32502 
"          6551 Customer services representatives - financial institutions",17200,16210,25102,32140,16080,25142,32181 
"          6552 Other customer and information services representatives",77975,72835,29613,32463,71760,29929,32574 
"        656 Other occupations in personal service",7985,6985,14984,21941,5145,14828,23122 
"          6561 Image, social and other personal consultants",715,625,26200,43047,455,26239,47187 
"          6562 Estheticians, electrologists and related occupations",3220,2705,17362,21312,1790,18957,22805 
"          6563 Pet groomers and animal care workers",3790,3445,12019,18628,2775,11573,19112 
"          6564 Other personal service occupations",265,210,13059,21784,115,19404,28764 
"      66 Sales support occupations",228540,207140,9995,14860,204035,9905,14781 
"        661 Cashiers",65000,58425,8002,11419,57870,7891,11315 
"          6611 Cashiers",65000,58425,8002,11419,57870,7891,11315 
"        662 Other sales support and related occupations",163540,148710,10916,16213,146160,10867,16153 
"          6621 Service station attendants",21250,19525,10254,16095,19275,10196,16089 
"          6622 Store shelf stockers, clerks and order fillers",125915,115065,10922,15492,114500,10888,15459 
"          6623 Other sales related occupations",16375,14120,12255,22243,12390,12323,22667 
"      67 Service support and other service occupations, n.e.c.",502500,452725,14960,20857,429085,14978,20920 
"        671 Food counter attendants, kitchen helpers and related support occupations",154660,135915,6984,10560,134655,6871,10470 
"          6711 Food counter attendants, kitchen helpers and related support occupations",154660,135910,6984,10560,134660,6871,10470 
"        672 Support occupations in accommodation, travel and amusement services",30620,28050,9195,16432,27625,9118,16426 
"          6721 Support occupations in accommodation, travel and facilities set-up services",4525,4225,22948,26727,4095,23468,27005 
"          6722 Operators and attendants in amusement, recreation and sport",26100,23825,7723,14607,23530,7655,14587 
"        673 Cleaners",291260,264865,23942,26682,243660,25052,27302 
"          6731 Light duty cleaners",77855,69420,18618,21573,63645,19240,21772 
"          6732 Specialized cleaners",41055,37285,18016,23359,33855,18154,23430 
"          6733 Janitors, caretakers and building superintendents",172350,158155,28429,29708,146160,29970,30607 
"        674 Other service support and related occupations, n.e.c.",25960,23900,14975,20051,23145,15019,19898 
"          6741 Dry cleaning, laundry and related occupations",6660,6140,23210,25409,5730,24048,25452 
"          6742 Other service support occupations, n.e.c.",19305,17760,11972,18200,17420,11991,18070 
"    7 Trades, transport and equipment operators and related occupations",2548085,2372555,38515,42703,2169855,40178,44222 
"      72 Industrial, electrical and construction trades",933375,867270,40303,45472,775845,42637,47441 
"        720 Contractors and supervisors, industrial, electrical and construction trades and related workers",73680,68830,56104,62029,60965,59890,65521 
"          7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",14475,13825,63479,67614,13420,64146,68365 
"          7202 Contractors and supervisors, electrical trades and telecommunications occupations",12645,12050,71909,78764,11345,73217,80821 
"          7203 Contractors and supervisors, pipefitting trades",5495,5095,76068,82834,4805,77428,84570 
"          7204 Contractors and supervisors, carpentry trades",14435,13590,51582,54450,11845,54438,57509 
"          7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",26630,24270,43299,50413,19545,48825,54857 
"        723 Machining, metal forming, shaping and erecting trades",203565,190765,44790,48359,184780,45268,48996 
"          7231 Machinists and machining and tooling inspectors",43990,41470,45683,47047,40390,46325,47688 
"          7232 Tool and die makers",13150,12210,52195,53641,11895,52986,54342 
"          7233 Sheet metal workers",22345,21175,45044,47062,20360,45954,47462 
"          7234 Boilermakers",4315,4095,59727,66650,4075,59689,66591 
"          7235 Structural metal and platework fabricators and fitters",6810,6415,45465,47629,6185,46304,48700 
"          7236 Ironworkers",16640,15800,52224,56537,15510,52628,56939 
"          7237 Welders and related machine operators",96315,89595,42166,46327,86365,42702,46996 
"        724 Electrical trades and electrical power line and telecommunications workers",184395,174505,54256,57856,167240,55452,59000 
"          7241 Electricians (except industrial and power system)",97660,92105,47164,51823,86600,48586,52993 
"          7242 Industrial electricians",27540,26385,71159,74346,26195,71526,74815 
"          7243 Power system electricians",6385,6110,76697,76998,6085,76929,77274 
"          7244 Electrical power line and cable workers",12355,11810,78048,78272,11690,78988,78999 
"          7245 Telecommunications line and cable workers",14055,13335,52092,52338,13020,52686,52969 
"          7246 Telecommunications installation and repair workers",24010,22525,51274,51665,21570,52187,52641 
"          7247 Cable television service and maintenance technicians",2395,2230,43612,46917,2085,45416,47778 
"        725 Plumbers, pipefitters and gas fitters",83805,78230,49167,52390,73195,50335,53953 
"          7251 Plumbers",52395,48750,43440,47255,44970,45339,48587 
"          7252 Steamfitters, pipefitters and sprinkler system installers",24120,22695,61212,64870,22390,62041,65338 
"          7253 Gas fitters",7285,6785,46834,47546,5840,50346,51619 
"        727 Carpenters and cabinetmakers",199150,183415,30575,33746,150150,32681,35301 
"          7271 Carpenters",175955,161970,30704,34066,132745,32639,35497 
"          7272 Cabinetmakers",23195,21445,29972,31331,17410,32873,33804 
"        728 Masonry and plastering trades",76685,70335,30832,34481,58720,31943,34698 
"          7281 Bricklayers",22040,20305,30853,35479,17765,32727,36181 
"          7282 Concrete finishers",12195,11295,37951,38974,10560,39203,39801 
"          7283 Tilesetters",9215,8260,28925,31919,6025,29602,31979 
"          7284 Plasterers, drywall installers and finishers and lathers",33235,30475,29971,32846,24365,29996,32078 
"        729 Other construction trades",112095,101195,26070,30959,80795,28356,32240 
"          7291 Roofers and shinglers",27600,24905,24927,30257,22625,24714,29440 
"          7292 Glaziers",12545,11665,36870,38929,10560,38163,39574 
"          7293 Insulators",10130,9475,43351,47464,9030,44546,47747 
"          7294 Painters and decorators (except interior decorators)",45360,40280,21156,26251,28785,24043,27975 
"          7295 Floor covering installers",16455,14870,25825,28121,9790,26903,29040 
"      73 Maintenance and equipment operation trades",502890,474435,49807,53110,448290,51015,54659 
"        730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",65820,62315,63074,67483,59360,64800,68662 
"          7301 Contractors and supervisors, mechanic trades",18495,17635,62291,66020,16720,64514,68343 
"          7302 Contractors and supervisors, heavy equipment operator crews",35070,33040,64337,69044,31475,65265,70330 
"          7303 Supervisors, printing and related occupations",3095,2960,50938,57181,2850,51419,53479 
"          7304 Supervisors, railway transport operations",1770,1670,79078,78744,1660,79107,79004 
"          7305 Supervisors, motor transport and other ground transit operators",7390,7005,61999,65477,6650,63018,65478 
"        731 Machinery and transportation equipment mechanics (except motor vehicle)",175215,167435,58619,60487,161895,59709,61593 
"          7311 Construction millwrights and industrial mechanics",74360,71025,59388,61523,69205,60000,62437 
"          7312 Heavy-duty equipment mechanics",45835,43895,56871,60909,42350,57972,62102 
"          7313 Refrigeration and air conditioning mechanics",25590,24295,52037,53371,22545,54025,55217 
"          7314 Railway carmen/women",2990,2840,63822,61753,2815,64377,62311 
"          7315 Aircraft mechanics and aircraft inspectors",16550,16005,62814,60999,15765,63621,61456 
"          7316 Machine fitters",5210,4935,56227,59384,4845,57551,60085 
"          7318 Elevator constructors and mechanics",4680,4430,79189,77291,4370,79615,77883 
"        732 Automotive service technicians",177170,165060,39589,41140,152315,40910,42681 
"          7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",146630,136935,40137,41778,127280,41518,43166 
"          7322 Motor vehicle body repairers",30540,28125,36089,38037,25035,38302,40220 
"        733 Other mechanics and related repairers",29070,27120,38205,40084,24235,40258,42062 
"          7331 Oil and solid fuel heating mechanics",3235,3010,38971,41264,2690,40216,42802 
"          7332 Appliance servicers and repairers",8070,7425,34587,37067,6085,37666,39431 
"          7333 Electrical mechanics",8635,8210,46080,48152,7930,46447,48846 
"          7334 Motorcycle, all-terrain vehicle and other related mechanics",5305,5025,36587,37871,4615,38993,39464 
"          7335 Other small engine and small equipment repairers",3815,3450,27289,29582,2915,31355,32530 
"        736 Train crew operating occupations",11520,11120,73334,72967,11030,74181,73571 
"          7361 Railway and yard locomotive engineers",5420,5265,91297,86565,5245,91836,87039 
"          7362 Railway conductors and brakemen/women",6100,5850,60526,60724,5790,60988,61359 
"        737 Crane operators, drillers and blasters",19405,18230,57747,62548,17940,58348,62994 
"          7371 Crane operators",14510,13590,60853,64930,13415,61093,65183 
"          7372 Drillers and blasters - surface mining, quarrying and construction",3670,3505,54679,58417,3465,54986,58852 
"          7373 Water well drillers",1220,1130,38570,46722,1060,40058,48824 
"        738 Printing press operators and other trades and related occupations, n.e.c.",24700,23165,43560,44704,21520,45084,46179 
"          7381 Printing press operators",13940,13260,45918,47150,12995,46462,47728 
"          7384 Other trades and related occupations, n.e.c.",10755,9905,39209,41428,8525,41688,43818 
"      74 Other installers, repairers and servicers and material handlers",241530,223400,29815,32645,213035,30055,32884 
"        744 Other installers, repairers and servicers",69570,64270,29690,33931,56385,30226,34442 
"          7441 Residential and commercial installers and servicers",47685,43900,27532,31473,37505,27775,31368 
"          7442 Waterworks and gas maintenance workers",5660,5340,50267,53781,5235,50945,54428 
"          7444 Pest controllers and fumigators",2830,2630,33631,36299,2410,33868,36355 
"          7445 Other repairers and servicers",13390,12400,30049,33585,11240,31794,34980 
"        745 Longshore workers and material handlers",171960,159130,29856,32125,156650,30021,32323 
"          7451 Longshore workers",6080,5650,55359,58975,5580,55361,59041 
"          7452 Material handlers",165885,153480,29443,31137,151075,29775,31336 
"      75 Transport and heavy equipment operation and related maintenance occupations",649260,606395,35670,38556,542460,38085,40331 
"        751 Motor vehicle and transit drivers",496275,462100,33575,36253,403715,36163,38081 
"          7511 Transport truck drivers",289755,270440,39625,41099,241150,41044,42459 
"          7512 Bus drivers, subway operators and other transit operators",61175,58175,36389,38899,56860,37024,39333 
"          7513 Taxi and limousine drivers and chauffeurs",50510,45830,14240,19266,26820,17054,22528 
"          7514 Delivery and courier service drivers",94835,87650,25587,28425,78885,26763,29083 
"        752 Heavy equipment operators",116545,109930,45305,48667,105055,46490,49936 
"          7521 Heavy equipment operators (except crane)",93645,88495,46358,50783,84755,47584,52092 
"          7522 Public works maintenance equipment operators and related workers",22900,21435,41163,39927,20305,42635,40935 
"        753 Other transport equipment operators and related maintenance workers",36440,34365,34277,37191,33695,34600,37339 
"          7531 Railway yard and track maintenance workers",5760,5435,54363,53518,5370,54862,53857 
"          7532 Water transport deck and engine room crew",4315,4150,49454,45867,4110,49056,45687 
"          7533 Boat and cable ferry operators and related occupations",2280,2155,36027,39647,2020,37995,41201 
"          7534 Air transport ramp attendants",7850,7450,33376,34031,7395,33553,34022 
"          7535 Other automotive mechanical installers and servicers",16235,15170,25623,30169,14805,25684,30163 
"      76 Trades helpers, construction labourers and related occupations",221025,201050,25051,29879,190210,25708,30288 
"        761 Trades helpers and labourers",182590,165245,23953,29071,155065,24632,29494 
"          7611 Construction trades helpers and labourers",171190,154810,24056,29166,144845,24891,29624 
"          7612 Other trades helpers and labourers",11400,10435,20826,27660,10220,20813,27650 
"        762 Public works and other labourers, n.e.c.",38435,35810,32129,33609,35140,32577,33789 
"          7621 Public works and maintenance labourers",33690,31450,33538,34231,30865,34116,34438 
"          7622 Railway and motor transport labourers",4745,4360,24599,29118,4285,24624,29111 
"    8 Natural resources, agriculture and related production occupations",366060,334765,20020,34339,297135,21018,35959 
"      82 Supervisors and technical occupations in natural resources, agriculture and related production",112985,105570,44717,58645,90835,51650,64211 
"        821 Supervisors, logging and forestry",3715,3585,46541,52947,3435,49178,54066 
"          8211 Supervisors, logging and forestry",3715,3585,46541,52947,3435,49178,54066 
"        822 Contractors and supervisors, mining, oil and gas",21135,19705,100060,110457,18810,101432,113159 
"          8221 Supervisors, mining and quarrying",6375,6080,99931,100405,6015,100951,101710 
"          8222 Contractors and supervisors, oil and gas drilling and services",14760,13630,100109,114940,12795,101924,118540 
"        823 Underground miners, oil and gas drillers and related occupations",29970,28145,73428,75793,27580,74091,76586 
"          8231 Underground production and development miners",15640,14660,73184,72447,14500,73699,73225 
"          8232 Oil and gas well drillers, servicers, testers and related workers",14330,13480,73872,79431,13080,74802,80311 
"        824 Logging machinery operators",10830,10070,41369,43707,9490,43100,45126 
"          8241 Logging machinery operators",10830,10070,41369,43707,9485,43100,45126 
"        825 Contractors and supervisors, agriculture, horticulture and related operations and services",23935,22335,28263,33553,17835,32226,36663 
"          8252 Agricultural service contractors, farm supervisors and specialized livestock workers",7185,6685,30774,33947,5265,34885,38729 
"          8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",16745,15650,26927,33385,12565,30496,35797 
"        826 Fishing vessel masters and fishermen/women",23400,21725,16294,23100,13695,15027,23680 
"          8261 Fishing masters and officers",2790,2565,24964,34924,1685,27669,38812 
"          8262 Fishermen/women",20605,19165,15610,21517,12010,14042,21558 
"      84 Workers in natural resources, agriculture and related production",113000,103315,16164,25296,90325,16947,26007 
"        841 Mine service workers and operators in oil and gas drilling",11685,10885,66805,67971,10745,67043,68468 
"          8411 Underground mine service and support workers",2475,2275,44354,50395,2260,44463,50482 
"          8412 Oil and gas well drilling and related workers and services operators",9210,8615,70458,72609,8480,70859,73264 
"        842 Logging and forestry workers",17535,16140,17629,23784,14645,18493,24530 
"          8421 Chain saw and skidder operators",8110,7350,19042,25487,6205,21703,27604 
"          8422 Silviculture and forestry workers",9430,8790,17026,22359,8435,17217,22267 
"        843 Agriculture and horticulture workers",78685,71505,13388,19491,60760,13317,19323 
"          8431 General farm workers",70890,64740,13615,19776,54330,13685,19660 
"          8432 Nursery and greenhouse workers",7795,6765,10676,16765,6425,10202,16476 
"        844 Other workers in fishing and trapping and hunting occupations",5100,4785,13334,20065,4170,12354,19203 
"          8441 Fishing vessel deckhands",4465,4250,14406,20732,3795,12917,19421 
"          8442 Trappers and hunters",625,540,6761,14778,375,7401,16999 
"      86 Harvesting, landscaping and natural resources labourers",140080,125890,13424,21378,115975,13444,21582 
"        861 Harvesting, landscaping and natural resources labourers",140080,125890,13424,21378,115975,13444,21582 
"          8611 Harvesting labourers",4585,4055,8319,12615,3750,8346,12519 
"          8612 Landscaping and grounds maintenance labourers",112090,100255,11867,17529,91170,11774,17421 
"          8613 Aquaculture and marine harvest labourers",1730,1560,17508,24149,1425,19489,25617 
"          8614 Mine labourers",3940,3680,41669,47326,3650,41776,46949 
"          8615 Oil and gas drilling, servicing and related labourers",12835,11795,41855,47855,11700,41949,47753 
"          8616 Logging and forestry labourers",4900,4540,14999,23428,4285,15256,23621 
"    9 Occupations in manufacturing and utilities",605425,567450,38456,44100,555055,38999,44645 
"      92 Processing, manufacturing and utilities supervisors and central control operators",122525,117345,65653,73183,115740,66220,73836 
"        921 Supervisors, processing and manufacturing occupations",43080,41210,62417,69561,40725,62870,70260 
"          9211 Supervisors, mineral and metal processing",7255,6965,69709,70512,6895,69769,71076 
"          9212 Supervisors, petroleum, gas and chemical processing and utilities",12665,12090,83845,92399,11845,84695,93984 
"          9213 Supervisors, food, beverage and associated products processing",10145,9705,51982,54683,9670,52124,54935 
"          9214 Supervisors, plastic and rubber products manufacturing",5020,4800,49033,51627,4755,49352,52038 
"          9215 Supervisors, forest products processing",6800,6530,63266,65235,6450,63871,65887 
"          9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",1195,1120,43485,48228,1105,45617,48962 
"        922 Supervisors, assembly and fabrication",15685,15125,56553,60537,14945,56937,60977 
"          9221 Supervisors, motor vehicle assembling",4840,4685,70053,71055,4635,70418,71585 
"          9222 Supervisors, electronics manufacturing",1390,1305,55713,59794,1290,55970,60222 
"          9223 Supervisors, electrical products manufacturing",925,910,58006,59417,910,58038,59435 
"          9224 Supervisors, furniture and fixtures manufacturing",2640,2535,45364,47169,2465,45512,48070 
"          9226 Supervisors, other mechanical and metal products manufacturing",3520,3385,59967,64049,3375,59978,64130 
"          9227 Supervisors, other products manufacturing and assembly",2375,2305,47690,49567,2275,46905,49727 
"        923 Central control and process operators in processing and manufacturing",23305,22220,80082,83767,21765,80934,84899 
"          9231 Central control and process operators, mineral and metal processing",2915,2800,66662,68720,2790,67037,69092 
"          9232 Petroleum, gas and chemical process operators",17570,16725,85978,88985,16295,88132,90481 
"          9235 Pulping, papermaking and coating control operators",2820,2700,69749,67060,2685,69838,67409 
"        924 Utilities equipment operators and controllers",40450,38785,68327,75897,38300,68664,76369 
"          9241 Power engineers and power systems operators",30270,29165,75554,82876,28850,76065,83304 
"          9243 Water and waste treatment plant operators",10180,9620,54866,54743,9450,55073,55201 
"      94 Processing and manufacturing machine operators and related production workers",188100,176710,37607,39706,172545,38009,40215 
