"Employment Income Statistics in 2010 (7), Sex (3), Work Activity in 2010 (3), Highest Certificate, Diploma or Degree (6) and Occupation - National Occupational Classification (NOC) 2011 (693) for the Population Aged 15 Years and Over in Private Households of Canada, Provinces and Territories, 2011 National Household Survey"
"Geography = Canada [1]"
"Global non-response rate (GNR) [2] =  26.1 %"
"Sex (3) = Total - Sex"
"Work activity in 2010 (3) = Total - Work activity in 2010"
"Highest certificate, diploma or degree (6) = Total - Highest certificate, diploma or degree [3]"
"Occupation - National Occupational Classification (NOC) 2011 (693)","Total - Employment income statistics in 2010 [4]","  With employment income","    Median employment income [5]","    Average employment income [6]","  With wages and salaries","    Median wages and salaries [7]","    Average wages and salaries [8]", 
"          4169 Other professional occupations in social science, n.e.c.",7720,7200,43845,48049,6450,46481,49541 
"      42 Paraprofessional occupations in legal, social, community and education services",451560,417515,23851,26932,367245,26548,28483 
"        421 Paraprofessional occupations in legal, social, community and education services",451560,417515,23851,26932,367240,26548,28483 
"          4211 Paralegal and related occupations",28975,27555,42195,43955,25930,43056,44417 
"          4212 Social and community service workers",144635,136390,33769,33659,133705,34060,33862 
"          4214 Early childhood educators and assistants",213800,194760,17703,20233,155345,20023,21748 
"          4215 Instructors of persons with disabilities",22445,21645,35575,35340,21285,35942,35614 
"          4216 Other instructors",33010,29220,10265,18266,23595,10002,19022 
"          4217 Other religious occupations",8700,7940,21845,25587,7390,23246,26505 
"      43 Occupations in front-line public protection services",170175,164315,74709,72265,163465,74966,72532 
"        431 Occupations in front-line public protection services",170175,164315,74709,72265,163465,74966,72532 
"          4311 Police officers (except commissioned)",85050,82415,86568,82189,82000,86744,82493 
"          4312 Firefighters",34390,32990,82145,77105,32760,82288,77406 
"          4313 Non-commissioned ranks of the Canadian Forces",50735,48910,57091,52278,48705,57309,52484 
"      44 Care providers and educational, legal and public protection support occupations",347670,314015,20012,24002,294640,20712,24679 
"        441 Home care providers and educational support occupations",311805,279390,17993,19867,260485,18880,20361 
"          4411 Home child care providers",82780,68365,11016,13405,55600,12053,14027 
"          4412 Home support workers, housekeepers and related occupations",107685,96745,18942,21191,91850,19496,21521 
"          4413 Elementary and secondary school teacher assistants",121340,114280,21944,22613,113040,21904,22533 
"        442 Legal and public protection support occupations",35870,34620,60413,57373,34155,60731,57613 
"          4421 Sheriffs and bailiffs",2950,2845,54386,54101,2560,54585,54191 
"          4422 Correctional service officers",23965,23125,64327,60742,23045,64499,60853 
"          4423 By-law enforcement and other regulatory officers, n.e.c.",8955,8645,50959,49442,8550,51357,49906 
"    5 Occupations in art, culture, recreation and sport",591345,541540,17441,27700,449925,18157,28668 
"      51 Professional occupations in art and culture",208665,190015,22597,32825,143400,27674,36118 
"        511 Librarians, archivists, conservators and curators",19460,18725,45535,47163,18315,46091,47553 
"          5111 Librarians",14695,14245,47336,49130,14090,47352,49203 
"          5112 Conservators and curators",2035,1935,40707,40135,1745,44174,42889 
"          5113 Archivists",2730,2545,41111,41499,2480,41430,41460 
"        512 Writing, translating and related communications professionals",82870,75965,34892,39272,60250,39065,42092 
"          5121 Authors and writers",28385,25100,29794,35643,18785,35339,38955 
"          5122 Editors",19875,18650,37477,40118,15690,40851,42763 
"          5123 Journalists",14805,14055,41473,46621,12725,43916,48869 
"          5125 Translators, terminologists and interpreters",19805,18150,32661,37732,13055,35484,39195 
"        513 Creative and performing artists",106335,95325,13350,24871,64830,13715,27336 
"          5131 Producers, directors, choreographers and related occupations",24125,22455,40074,50240,18765,43870,53055 
"          5132 Conductors, composers and arrangers",3685,3365,15998,27603,2380,16551,26426 
"          5133 Musicians and singers",37920,34115,10402,16778,20445,8029,16061 
"          5134 Dancers",9490,8595,8327,13460,6900,6604,12382 
"          5135 Actors and comedians",12560,11115,9738,18778,7950,7221,16128 
"          5136 Painters, sculptors and other visual artists",18555,15685,8962,16140,8390,12437,20460 
"      52 Technical occupations in art, culture, recreation and sport",382685,351525,15001,24929,306525,14931,25183 
"        521 Technical occupations in libraries, public archives, museums and art galleries",19960,19120,25874,27823,18630,26420,28002 
"          5211 Library and public archive technicians",11685,11340,34606,34286,11255,34642,34285 
"          5212 Technical occupations related to museums and art galleries",8270,7785,10931,18407,7375,10728,18415 
"        522 Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",71580,65925,27750,33133,56010,30028,34591 
"          5221 Photographers",18250,15950,13418,21584,10290,14454,23793 
"          5222 Film and video camera operators",4890,4625,37696,40627,4030,39113,40984 
"          5223 Graphic arts technicians",10900,10250,32896,36030,9280,34228,37213 
"          5224 Broadcast technicians",3305,3105,50042,51035,3040,50129,51271 
"          5225 Audio and video recording technicians",14500,13460,33123,35936,11870,33901,36332 
"          5226 Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",11230,10545,32469,36920,9870,31782,36181 
"          5227 Support occupations in motion pictures, broadcasting, photography and the performing arts",8500,7995,26426,31464,7625,26209,31170 
"        523 Announcers and other performers, n.e.c.",13655,12185,19981,31342,10175,22572,33463 
"          5231 Announcers and other broadcasters",7885,7250,32577,41577,6510,34937,43412 
"          5232 Other performers, n.e.c.",5770,4935,8641,16302,3665,7507,15813 
"        524 Creative designers and craftspersons",116400,106375,27727,31973,83885,31367,34660 
"          5241 Graphic designers and illustrators",61060,57080,33542,36068,47060,35949,38021 
"          5242 Interior designers and interior decorators",25535,23090,25494,31418,17570,28869,34134 
"          5243 Theatre, fashion, exhibit and other creative designers",13725,12490,24027,29553,10215,26227,31855 
"          5244 Artisans and craftspersons",14980,12700,11462,16744,8130,15101,19671 
"          5245 Patternmakers - textile, leather and fur products",1095,1015,36255,34666,910,37791,36494 
"        525 Athletes, coaches, referees and related occupations",161090,147915,6268,15304,137825,5792,14599 
"          5251 Athletes",3935,3510,18953,136996,3045,18035,137543 
"          5252 Coaches",10325,9430,20087,31076,7265,23571,33126 
"          5253 Sports officials and referees",12360,10510,803,4329,10230,802,4194 
"          5254 Program leaders and instructors in recreation, sport and fitness",134475,124465,6294,11605,117285,5901,11163 
"    6 Sales and service occupations",4560915,4185075,16316,23510,3962230,16503,23553 
"      62 Retail sales supervisors and specialized sales occupations",372520,352900,39886,50499,309840,40564,51269 
"        621 Retail sales supervisors",68100,64795,26363,30987,63950,26539,31122 
"          6211 Retail sales supervisors",68095,64790,26363,30987,63950,26539,31122 
"        622 Technical sales specialists in wholesale trade and retail and wholesale buyers",108010,102590,48412,61282,98805,49562,62204 
"          6221 Technical sales specialists - wholesale trade",70365,67030,62665,75271,64280,64170,76647 
"          6222 Retail and wholesale buyers",37645,35555,28628,34910,34525,29169,35313 
"        623 Insurance, real estate and financial sales occupations",196415,185520,41336,51352,147080,42923,52684 
"          6231 Insurance agents and brokers",71415,68300,43421,53582,60685,44603,54488 
"          6232 Real estate agents and salespersons",67090,61705,35595,50146,32735,39850,52742 
"          6235 Financial sales representatives",57915,55520,42305,49948,53665,42707,50608 
"      63 Service supervisors and specialized service occupations",595580,545470,18667,22672,494380,19650,23392 
"        631 Service supervisors",95760,91010,28195,32626,89515,28365,32730 
"          6311 Food service supervisors",40275,38250,19585,22695,37890,19627,22838 
"          6312 Executive housekeepers",4140,3900,30702,31685,3785,30794,31952 
"          6313 Accommodation, travel, tourism and related services supervisors",6750,6485,43439,43884,6455,43456,43964 
"          6314 Customer and information services supervisors",15335,14785,42718,46323,14665,42859,46420 
"          6315 Cleaning supervisors",10705,10035,36779,40669,9420,37376,41726 
"          6316 Other services supervisors",18560,17550,31618,34183,17300,31511,33871 
"        632 Chefs and cooks",294335,267220,16866,20042,259270,16982,20128 
"          6321 Chefs",58915,54505,26556,28898,52475,26986,29295 
"          6322 Cooks",235425,212720,14883,17773,206795,14982,17801 
"        633 Butchers and bakers",72000,66170,20947,23487,63775,21283,23724 
"          6331 Butchers, meat cutters and fishmongers - retail and wholesale",23355,21675,26032,27076,20970,26429,27261 
"          6332 Bakers",48640,44500,19229,21740,42800,19508,21991 
"        634 Specialized occupations in personal and customer services",133490,121055,16309,20549,81820,19178,23259 
"          6341 Hairstylists and barbers",98810,90225,15163,18124,57830,17571,19856 
"          6342 Tailors, dressmakers, furriers and milliners",16125,14140,16979,18866,10810,19786,21221 
"          6343 Shoe repairers and shoemakers",1680,1465,16848,19253,945,17603,21031 
"          6344 Jewellers, jewellery and watch repairers and related occupations",6025,5275,21486,25435,3700,26264,28969 
"          6345 Upholsterers",5875,5295,25173,27275,4005,28837,31080 
"          6346 Funeral directors and embalmers",4970,4655,47346,59883,4530,47255,60453 
"      64 Sales representatives and salespersons - wholesale and retail trade",945840,874690,16448,26164,839530,16455,26275 
"        641 Sales and account representatives - wholesale trade (non-technical)",144470,134960,46625,53848,123940,48526,55846 
"          6411 Sales and account representatives - wholesale trade (non-technical)",144470,134960,46625,53848,123940,48526,55846 
"        642 Retail salespersons",801370,739735,13969,21113,715590,13958,21153 
"          6421 Retail salespersons",801370,739730,13969,21113,715590,13958,21153 
"      65 Service representatives and other customer and personal services occupations",928485,863665,18583,23079,835055,18932,23323 
"        651 Occupations in food and beverage service",295635,273085,10948,13225,270330,10874,13160 
"          6511 Maîtres d'hôtel and hosts/hostesses",28535,25675,5772,8714,25460,5724,8665 
"          6512 Bartenders",42425,39520,13462,15575,39100,13436,15531 
"          6513 Food and beverage servers",224675,207885,11149,13335,205775,11047,13266 
"        652 Occupations in travel and accommodation",86670,81395,27373,29755,78465,27937,30248 
"          6521 Travel counsellors",28320,26350,27787,29664,23915,29319,31235 
"          6522 Pursers and flight attendants",14295,13695,42209,40084,13620,42276,40110 
"          6523 Airline ticket and service agents",13550,12945,34046,34982,12885,34012,34967 
"          6524 Ground and water transport ticket agents, cargo service representatives and related clerks",3365,3180,33273,36319,3095,34225,36636 
"          6525 Hotel front desk clerks",27140,25220,19109,20732,24950,19141,20690 
"        653 Tourism and amusement services occupations",26490,24530,21178,25130,23430,21771,25528 
"          6531 Tour and travel guides",8135,7345,8407,13700,6915,8079,13733 
"          6532 Outdoor sport and recreational guides",4575,4280,13685,20302,3700,13730,20975 
"          6533 Casino occupations",13775,12900,32167,33240,12815,32207,33205 
"        654 Security guards and related security service occupations",130100,120645,24158,27338,118940,24410,27424 
"          6541 Security guards and related security service occupations",130100,120645,24158,27338,118940,24410,27424 
"        655 Customer and information services representatives",317100,298775,27471,29684,295875,27581,29733 
"          6551 Customer services representatives - financial institutions",98535,93910,26012,27890,93350,26009,27894 
"          6552 Other customer and information services representatives",218570,204865,28278,30507,202525,28421,30581 
"        656 Other occupations in personal service",72495,65225,13587,17096,48025,15051,18485 
"          6561 Image, social and other personal consultants",3845,3390,19120,27936,2715,20842,30445 
"          6562 Estheticians, electrologists and related occupations",47660,42910,14574,17194,31735,16138,18635 
"          6563 Pet groomers and animal care workers",19885,18025,10871,14817,13115,11150,15416 
"          6564 Other personal service occupations",1100,910,10036,17235,460,13564,25045 
"      66 Sales support occupations",658280,596110,9904,13572,585860,9873,13547 
"        661 Cashiers",396280,359305,8965,11716,356740,8893,11654 
"          6611 Cashiers",396285,359305,8965,11716,356740,8893,11654 
"        662 Other sales support and related occupations",261995,236810,11754,16388,229115,11886,16494 
"          6621 Service station attendants",28890,26410,10392,15484,26050,10334,15465 
"          6622 Store shelf stockers, clerks and order fillers",187650,171700,12332,16240,170535,12310,16215 
"          6623 Other sales related occupations",45450,38695,10000,17661,32530,10695,18781 
"      67 Service support and other service occupations, n.e.c.",1060210,952240,13215,18161,897565,13320,18272 
"        671 Food counter attendants, kitchen helpers and related support occupations",413305,369080,8567,11948,365710,8491,11894 
"          6711 Food counter attendants, kitchen helpers and related support occupations",413305,369080,8567,11948,365710,8491,11894 
"        672 Support occupations in accommodation, travel and amusement services",46015,42135,8883,15412,41465,8775,15395 
"          6721 Support occupations in accommodation, travel and facilities set-up services",5730,5345,22183,25966,5185,22423,26229 
"          6722 Operators and attendants in amusement, recreation and sport",40285,36790,7774,13877,36275,7726,13846 
"        673 Cleaners",543130,488230,19544,22997,439140,20769,23760 
"          6731 Light duty cleaners",263105,232995,15420,18462,203970,16650,19083 
"          6732 Specialized cleaners",48250,43675,17656,22617,39595,17936,22715 
"          6733 Janitors, caretakers and building superintendents",231775,211560,26140,28071,195575,27420,28850 
"        674 Other service support and related occupations, n.e.c.",57760,52790,15471,19064,51255,15659,19084 
"          6741 Dry cleaning, laundry and related occupations",24700,22765,22009,22958,21905,22301,23137 
"          6742 Other service support occupations, n.e.c.",33060,30030,10083,16112,29350,10123,16058 
"    7 Trades, transport and equipment operators and related occupations",2717620,2527155,37469,41859,2314345,39349,43306 
"      72 Industrial, electrical and construction trades",973110,903110,40011,44982,807605,42107,46944 
"        720 Contractors and supervisors, industrial, electrical and construction trades and related workers",79050,73740,54966,61203,65310,58792,64711 
"          7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",15105,14415,63390,67453,14005,64056,68163 
"          7202 Contractors and supervisors, electrical trades and telecommunications occupations",14225,13525,69262,77678,12735,71235,79869 
"          7203 Contractors and supervisors, pipefitting trades",5910,5435,74472,81590,5135,75344,83202 
"          7204 Contractors and supervisors, carpentry trades",14830,13975,51179,54065,12160,54347,57181 
"          7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",28965,26400,41811,48933,21275,47022,53208 
"        723 Machining, metal forming, shaping and erecting trades",211330,197945,44174,47821,191755,44800,48454 
"          7231 Machinists and machining and tooling inspectors",45845,43195,44975,46394,42055,45542,47025 
"          7232 Tool and die makers",13570,12615,51886,53039,12285,52216,53770 
"          7233 Sheet metal workers",22790,21605,44715,46843,20785,45353,47231 
"          7234 Boilermakers",4410,4195,59824,66543,4175,59786,66486 
"          7235 Structural metal and platework fabricators and fitters",7060,6640,44977,47232,6410,46065,48314 
"          7236 Ironworkers",17035,16170,52104,56375,15880,52513,56781 
"          7237 Welders and related machine operators",100615,93525,41642,45726,90175,42143,46387 
"        724 Electrical trades and electrical power line and telecommunications workers",191395,181045,53548,57328,173605,54910,58443 
"          7241 Electricians (except industrial and power system)",99700,93975,46663,51544,88390,48199,52695 
"          7242 Industrial electricians",28095,26920,70838,73846,26735,71082,74304 
"          7243 Power system electricians",6645,6375,76603,77017,6350,76810,77280 
"          7244 Electrical power line and cable workers",12600,12055,77578,77574,11920,78291,78343 
"          7245 Telecommunications line and cable workers",14780,14000,51421,51876,13660,52171,52492 
"          7246 Telecommunications installation and repair workers",27080,25390,50246,50658,24370,51519,51558 
"          7247 Cable television service and maintenance technicians",2495,2325,43108,46637,2180,45381,47570 
"        725 Plumbers, pipefitters and gas fitters",85405,79680,48956,52176,74595,50152,53726 
"          7251 Plumbers",53420,49655,43287,47019,45825,45003,48347 
"          7252 Steamfitters, pipefitters and sprinkler system installers",24580,23120,60793,64665,22810,61646,65134 
"          7253 Gas fitters",7415,6910,46587,47455,5960,50153,51429 
"        727 Carpenters and cabinetmakers",204455,188155,30287,33533,154225,32356,35048 
"          7271 Carpenters",179730,165335,30475,33910,135715,32387,35279 
"          7272 Cabinetmakers",24725,22825,29141,30804,18505,32254,33358 
"        728 Masonry and plastering trades",79150,72400,30586,34272,60390,31607,34473 
"          7281 Bricklayers",22370,20590,30680,35372,18000,32449,36098 
"          7282 Concrete finishers",12515,11565,37582,38759,10815,38836,39555 
"          7283 Tilesetters",9650,8620,28903,31629,6305,29768,31797 
"          7284 Plasterers, drywall installers and finishers and lathers",34615,31630,29642,32636,25275,29827,31810 
"        729 Other construction trades",122330,110145,25056,30124,87720,26995,31386 
"          7291 Roofers and shinglers",28240,25425,24849,30281,23095,24692,29515 
"          7292 Glaziers",13210,12285,36653,38752,11110,38029,39514 
"          7293 Insulators",10840,10145,41554,46326,9680,42631,46567 
"          7294 Painters and decorators (except interior decorators)",52805,46715,20034,25012,33530,21964,26397 
"          7295 Floor covering installers",17235,15570,25492,27842,10305,26363,28795 
"      73 Maintenance and equipment operation trades",520335,490645,49274,52743,463845,50496,54271 
"        730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",71410,67550,61340,66275,64430,62654,67432 
"          7301 Contractors and supervisors, mechanic trades",19735,18760,60589,64415,17785,62305,66708 
"          7302 Contractors and supervisors, heavy equipment operator crews",36325,34195,63495,69382,32590,64945,70687 
"          7303 Supervisors, printing and related occupations",4675,4460,46724,51957,4330,46828,49444 
"          7304 Supervisors, railway transport operations",1960,1845,77903,76938,1840,77963,77167 
"          7305 Supervisors, motor transport and other ground transit operators",8725,8290,59947,63000,7885,60342,63205 
"        731 Machinery and transportation equipment mechanics (except motor vehicle)",178950,170985,58236,60166,165300,59289,61275 
"          7311 Construction millwrights and industrial mechanics",75680,72290,59099,61246,70430,59918,62154 
"          7312 Heavy-duty equipment mechanics",46380,44430,56604,60634,42815,57764,61883 
"          7313 Refrigeration and air conditioning mechanics",26030,24710,51599,53144,22930,53627,54983 
"          7314 Railway carmen/women",3025,2880,63777,61748,2850,64354,62299 
"          7315 Aircraft mechanics and aircraft inspectors",17685,17065,62023,60257,16815,62524,60689 
"          7316 Machine fitters",5380,5095,55777,58952,5000,57240,59655 
"          7318 Elevator constructors and mechanics",4770,4515,78380,76714,4460,78888,77288 
"        732 Automotive service technicians",180765,168240,39358,40967,155370,40727,42488 
"          7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",149295,139265,40061,41635,129535,41335,43006 
"          7322 Motor vehicle body repairers",31465,28970,35939,37751,25830,38038,39889 
"        733 Other mechanics and related repairers",29995,27945,37905,39835,24980,40070,41822 
"          7331 Oil and solid fuel heating mechanics",3295,3055,38627,41078,2735,40093,42640 
"          7332 Appliance servicers and repairers",8420,7735,33949,36515,6360,37228,38808 
"          7333 Electrical mechanics",9050,8580,45776,47884,8285,46284,48612 
"          7334 Motorcycle, all-terrain vehicle and other related mechanics",5335,5040,36567,37815,4630,38953,39416 
"          7335 Other small engine and small equipment repairers",3900,3525,27250,29345,2975,31299,32344 
"        736 Train crew operating occupations",11975,11550,72854,72265,11465,73177,72848 
"          7361 Railway and yard locomotive engineers",5655,5490,89811,85208,5465,90051,85674 
"          7362 Railway conductors and brakemen/women",6325,6060,60112,60547,6000,60472,61157 
"        737 Crane operators, drillers and blasters",19775,18595,57787,62413,18290,58483,62870 
"          7371 Crane operators",14805,13875,60665,64787,13695,61013,65033 
"          7372 Drillers and blasters - surface mining, quarrying and construction",3705,3540,54633,58341,3495,54870,58771 
"          7373 Water well drillers",1270,1175,38597,46707,1100,40161,48974 
"        738 Printing press operators and other trades and related occupations, n.e.c.",27470,25790,41861,43184,24015,43173,44510 
"          7381 Printing press operators",16025,15230,43979,44968,14930,44731,45455 
"          7384 Other trades and related occupations, n.e.c.",11445,10560,38534,40612,9085,40917,42956 
"      74 Other installers, repairers and servicers and material handlers",270825,250095,28823,31888,238870,29267,32124 
"        744 Other installers, repairers and servicers",73810,68125,28945,33415,59805,29959,33917 
"          7441 Residential and commercial installers and servicers",49950,45950,27061,31068,39275,27369,30950 
"          7442 Waterworks and gas maintenance workers",6100,5760,49142,53006,5650,49901,53610 
"          7444 Pest controllers and fumigators",3315,3075,29954,34268,2815,30498,34412 
"          7445 Other repairers and servicers",14445,13340,29517,32842,12065,31006,34235 
"        745 Longshore workers and material handlers",197015,181965,28767,31317,179060,29099,31525 
"          7451 Longshore workers",6490,6045,53876,57905,5970,53911,57974 
"          7452 Material handlers",190525,175925,28297,30404,173090,28706,30613 
"      75 Transport and heavy equipment operation and related maintenance occupations",712210,664350,34281,37506,596820,36417,39102 
"        751 Motor vehicle and transit drivers",551935,513280,31892,35147,451475,34481,36744 
"          7511 Transport truck drivers",299995,279675,39351,40871,249490,40768,42205 
"          7512 Bus drivers, subway operators and other transit operators",92595,87845,27418,34121,86025,27734,34356 
"          7513 Taxi and limousine drivers and chauffeurs",55150,49800,14203,19037,29930,16806,21990 
"          7514 Delivery and courier service drivers",104195,95955,24877,27762,86035,25921,28429 
"        752 Heavy equipment operators",120955,114045,44935,48404,109045,46054,49635 
"          7521 Heavy equipment operators (except crane)",97075,91665,46042,50592,87845,47122,51850 
"          7522 Public works maintenance equipment operators and related workers",23885,22375,40281,39441,21195,42030,40454 
"        753 Other transport equipment operators and related maintenance workers",39320,37025,33586,36634,36305,33925,36793 
"          7531 Railway yard and track maintenance workers",5955,5625,54271,53414,5550,54835,53758 
"          7532 Water transport deck and engine room crew",4695,4465,47645,44894,4405,47097,44827 
"          7533 Boat and cable ferry operators and related occupations",2750,2595,34076,37706,2455,37662,38933 
"          7534 Air transport ramp attendants",8970,8500,32432,33333,8425,32842,33335 
"          7535 Other automotive mechanical installers and servicers",16945,15845,25469,29947,15465,25543,29962 
"      76 Trades helpers, construction labourers and related occupations",241140,218960,24134,29181,207210,24920,29586 
"        761 Trades helpers and labourers",197415,178350,23058,28474,167385,23790,28904 
"          7611 Construction trades helpers and labourers",184430,166530,23278,28571,155830,23977,29033 
"          7612 Other trades helpers and labourers",12985,11820,20738,27108,11555,20586,27155 
"        762 Public works and other labourers, n.e.c.",43725,40605,30057,32286,39830,30291,32454 
"          7621 Public works and maintenance labourers",38600,35890,30918,32761,35190,31286,32953 
"          7622 Railway and motor transport labourers",5125,4715,24621,28676,4635,24646,28672 
"    8 Natural resources, agriculture and related production occupations",460945,418645,17133,30608,369720,17845,32064 
"      82 Supervisors and technical occupations in natural resources, agriculture and related production",126035,117450,40543,55412,99755,48312,61300 
"        821 Supervisors, logging and forestry",4030,3895,44019,51248,3730,45635,52352 
"          8211 Supervisors, logging and forestry",4035,3890,44019,51248,3735,45635,52352 
"        822 Contractors and supervisors, mining, oil and gas",22225,20720,99051,108749,19790,100292,111425 
"          8221 Supervisors, mining and quarrying",6790,6450,98818,98984,6385,99877,100305 
"          8222 Contractors and supervisors, oil and gas drilling and services",15435,14270,99438,113164,13405,100829,116723 
"        823 Underground miners, oil and gas drillers and related occupations",30975,29040,72359,75228,28450,73110,76032 
"          8231 Underground production and development miners",16155,15100,72383,71794,14940,72817,72546 
"          8232 Oil and gas well drillers, servicers, testers and related workers",14815,13940,72303,78949,13515,74193,79885 
"        824 Logging machinery operators",11070,10300,40601,43225,9670,42725,44711 
"          8241 Logging machinery operators",11075,10300,40601,43225,9670,42725,44711 
"        825 Contractors and supervisors, agriculture, horticulture and related operations and services",30455,28325,25494,31031,22500,29387,34242 
"          8252 Agricultural service contractors, farm supervisors and specialized livestock workers",10720,9830,23852,28096,7465,29522,33474 
"          8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",19735,18500,26112,32591,15035,29305,34623 
"        826 Fishing vessel masters and fishermen/women",27265,25175,15045,21720,15610,14043,22313 
"          8261 Fishing masters and officers",2905,2635,24315,34365,1715,27199,38391 
"          8262 Fishermen/women",24365,22535,14565,20241,13890,13038,20328 
"      84 Workers in natural resources, agriculture and related production",163525,147310,13702,21917,127975,14002,22500 
"        841 Mine service workers and operators in oil and gas drilling",12025,11215,65950,67599,11065,66585,68088 
"          8411 Underground mine service and support workers",2610,2405,44428,49895,2395,44537,49975 
"          8412 Oil and gas well drilling and related workers and services operators",9415,8805,70218,72433,8670,70731,73086 
"        842 Logging and forestry workers",19335,17780,17224,23287,16180,18176,24011 
"          8421 Chain saw and skidder operators",8495,7710,19119,25668,6530,22016,27803 
"          8422 Silviculture and forestry workers",10840,10070,16008,21464,9650,16454,21444 
"        843 Agriculture and horticulture workers",126445,113015,11744,17291,96185,11608,17187 
"          8431 General farm workers",107120,95940,11998,17778,79795,11991,17794 
"          8432 Nursery and greenhouse workers",19330,17085,10382,14551,16390,10157,14232 
"        844 Other workers in fishing and trapping and hunting occupations",5725,5295,12901,19313,4550,12001,18542 
"          8441 Fishing vessel deckhands",4990,4730,13476,19854,4140,12298,18701 
"          8442 Trappers and hunters",735,570,6763,14825,410,7229,16933 
"      86 Harvesting, landscaping and natural resources labourers",171385,153885,12507,19995,141985,12474,20144 
"        861 Harvesting, landscaping and natural resources labourers",171380,153885,12507,19995,141985,12474,20144 
"          8611 Harvesting labourers",11555,10245,9027,12440,9685,9054,12411 
"          8612 Landscaping and grounds maintenance labourers",133625,119470,11407,16849,108775,11161,16736 
"          8613 Aquaculture and marine harvest labourers",2155,1935,14980,22162,1705,16510,23460 
"          8614 Mine labourers",4350,4055,39431,45462,4025,39554,45099 
"          8615 Oil and gas drilling, servicing and related labourers",13645,12565,40472,46756,12455,40166,46670 
"          8616 Logging and forestry labourers",6045,5615,13950,21709,5330,14005,21839 
"    9 Occupations in manufacturing and utilities",870730,810930,33039,38908,791830,33562,39425 
"      92 Processing, manufacturing and utilities supervisors and central control operators",141030,134900,62569,70116,133135,62952,70700 
"        921 Supervisors, processing and manufacturing occupations",52335,49970,58482,65360,49415,58951,65954 
"          9211 Supervisors, mineral and metal processing",7670,7375,68316,69548,7305,68663,70086 
"          9212 Supervisors, petroleum, gas and chemical processing and utilities",14845,14165,80317,88168,13920,81042,89466 
"          9213 Supervisors, food, beverage and associated products processing",14175,13485,48088,50341,13420,48362,50595 
"          9214 Supervisors, plastic and rubber products manufacturing",6165,5890,47123,49787,5845,47277,50114 
"          9215 Supervisors, forest products processing",7335,7045,62121,63835,6960,62583,64464 
"          9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",2150,2010,36188,41020,1965,36783,41364 
"        922 Supervisors, assembly and fabrication",18730,17965,54388,58438,17750,54674,58869 
"          9221 Supervisors, motor vehicle assembling",5650,5395,69444,70201,5350,69838,70704 
"          9222 Supervisors, electronics manufacturing",1995,1900,50633,55702,1880,50623,56007 
"          9223 Supervisors, electrical products manufacturing",1100,1085,54602,55846,1085,54615,55851 
"          9224 Supervisors, furniture and fixtures manufacturing",3070,2935,43747,45278,2865,43897,46000 
"          9226 Supervisors, other mechanical and metal products manufacturing",3860,3725,58563,62855,3700,58585,63008 
"          9227 Supervisors, other products manufacturing and assembly",3060,2920,43850,47032,2875,43733,47373 
"        923 Central control and process operators in processing and manufacturing",25975,24755,76119,80604,24275,77396,81607 
"          9231 Central control and process operators, mineral and metal processing",3045,2930,66407,68181,2910,66746,68535 
"          9232 Petroleum, gas and chemical process operators",19985,19005,80646,84661,18555,82606,85941 
"          9235 Pulping, papermaking and coating control operators",2945,2825,67862,66178,2805,68020,66507 
"        924 Utilities equipment operators and controllers",43995,42205,67044,74566,41695,67351,75013 
"          9241 Power engineers and power systems operators",32255,31070,74866,82084,30750,75065,82476 
"          9243 Water and waste treatment plant operators",11735,11135,54249,53587,10945,54406,54044 
"      94 Processing and manufacturing machine operators and related production workers",278140,259345,32030,34840,251335,32600,35443 
"        941 Machine operators and related workers in mineral and metal products processing and manufacturing",61935,58605,38806,41272,57530,39088,41621 
"          9411 Machine operators, mineral and metal processing",9150,8675,55120,57047,8640,55951,57292 
"          9412 Foundry workers",4615,4355,43012,45349,4345,43960,45777 
"          9413 Glass forming and finishing machine operators and glass cutters",3915,3725,29496,31345,3615,29959,31384 
"          9414 Concrete, clay and stone forming operators",6625,6225,32444,34562,5880,33307,35310 
"          9415 Inspectors and testers, mineral and metal processing",3210,3085,45140,45784,3045,45386,45980 
"          9416 Metalworking and forging machine operators",16615,15690,37002,37979,15385,37364,38178 
"          9417 Machining tool operators",10520,9980,39479,40117,9850,39940,40408 
"          9418 Other metal products machine operators",7285,6875,35315,37407,6765,35613,37540 
"        942 Machine operators and related workers in chemical, plastic and rubber processing",37435,35220,35342,37742,34860,35521,37933 
"          9421 Chemical plant machine operators",10010,9390,39710,41372,9235,39988,41977 
"          9422 Plastics processing machine operators",19955,18830,32601,34645,18680,32620,34658 
"          9423 Rubber processing machine operators and related workers",7470,7000,40050,41204,6950,40050,41365 
"        943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing",39945,37400,38524,41697,36225,39569,42581 
"          9431 Sawmill machine operators",9835,9180,34640,37193,8620,36210,38964 
